painter_id,painter_name,summary,url,summary_length
1480,Helmut Federle,Helmut Federle (born 31 October 1944) is a Swiss painter.,https://en.wikipedia.org/wiki/Helmut_Federle,10
1481,Hendrick Avercamp,"Hendrick Avercamp (January 27, 1585 (bapt.) – May 15, 1634 (buried)) was a Dutch painter during the Dutch Golden Age of painting. He was one of the earliest landscape painters of the 17th-century Dutch school, he specialized in painting the Netherlands in winter. His paintings are colorful and lively, with carefully crafted images of the people in the landscape. His works give a vivid depiction of sport and leisure in the Netherlands in the beginning of the 17th century. Many of Avercamp's paintings feature people ice skating on frozen lakes.
Avercamp's work enjoyed great popularity and he sold his drawings, many of which were tinted with water-color, as finished pictures to be pasted into the albums of collectors. The Royal Collection has an outstanding collection of his works.",https://en.wikipedia.org/wiki/Hendrick_Avercamp,128
1482,Hendrick Bloemaert,Hendrick Bloemaert (1601 or 1602 – 30 December 1672) was a Dutch Golden Age painter.,https://en.wikipedia.org/wiki/Hendrick_Bloemaert,15
1483,Hendrick Cornelisz Vroom,"Hendrik Cornelisz Vroom (c. 1562 – buried February 4, 1640) was a Dutch Golden Age painter credited with being the founder of Dutch marine art or seascape painting.   Beginning with the ""birds-eye"" viewpoint of earlier Netherlandish marine art, his later works show a view from lower down, and more realistic depiction of the seas themselves. He is not to be confused with his son and pupil Cornelis Vroom.",https://en.wikipedia.org/wiki/Hendrick_Cornelisz_Vroom,68
1484,Hendrick Cornelisz. van Vliet,"Hendrick Corneliszoon van Vliet (1611/1612, Delft – buried October 28, 1675, Delft) was a Dutch Golden Age painter remembered mostly for his church interiors.",https://en.wikipedia.org/wiki/Hendrick_Cornelisz._van_Vliet,24
1485,Hendrick Goudt,"Hendrick Goudt (c. 1583 – 17 December 1648) was a Dutch Golden Age painter, printmaker and draftsman of landscapes and religious subjects who was strongly influenced by Adam Elsheimer.",https://en.wikipedia.org/wiki/Hendrick_Goudt,29
1486,Hendrick ter Brugghen,"Hendrick Jansz ter Brugghen (or Terbrugghen) (1588 – 1 November 1629) was a Dutch painter of genre scenes and religious subjects.  He was one of the Dutch followers of Caravaggio – the so-called Utrecht Caravaggisti. Along with Gerrit van Hondhorst and Dirck van Baburen, Ter Brugghen was one of the most important Dutch painters to have been influenced by Caravaggio.",https://en.wikipedia.org/wiki/Hendrick_ter_Brugghen,60
1487,Hendrick van Balen the Elder,"Hendrick van Balen or Hendrick van Balen I (c. 1573–1575 in Antwerp – 17 July 1632 in Antwerp) was a Flemish Baroque painter and stained glass designer.  Hendrick van Balen specialised in small cabinet pictures often painted on a copper support. His favourite themes were mythological and allegorical scenes and, to a lesser extent, religious subjects. The artist played an important role in the renewal of Flemish painting in the early 17th century and was one of the teachers of Anthony van Dyck.",https://en.wikipedia.org/wiki/Hendrick_van_Balen_the_Elder,83
1488,Hendrik van Streek,Hendrik van Streek or Hendrick van Streeck (baptized 11 April 1659 - buried 19 November 1720) was a Dutch painter and sculptor.  He is known for his paintings of church interiors and still lifes.,https://en.wikipedia.org/wiki/Hendrik_van_Streek,34
1489,Hendrik Gerritsz Pot,"Hendrik Gerritsz Pot (c. 1580 – 15 October 1657 (buried)) was a Dutch Golden Age painter, who lived and painted in Haarlem, where he was an officer of the militia, or schutterij.  Dutch artist Frans Hals painted Pot in militia sash in Hals' The Officers of the St Adrian Militia Company in 1633. Pot is the man reading a book on the far right.",https://en.wikipedia.org/wiki/Hendrik_Gerritsz_Pot,64
1490,Hendrick Goltzius,"Hendrick Goltzius, or Hendrik, (German: [ˈgɔltsi̯ʊs]; Dutch: [ˈɣɔltsʲiœs]; January or February 1558 – 1 January 1617) was a German-born Dutch printmaker, draftsman, and painter. He was the leading Dutch engraver of the early Baroque period, or Northern Mannerism, lauded for his sophisticated technique, technical mastership and ""exuberance"" of his compositions. According to A. Hyatt Mayor, Goltzius ""was the last professional engraver who drew with the authority of a good painter and the last who invented many pictures for others to copy"". In the middle of his life he also began to produce paintings.",https://en.wikipedia.org/wiki/Hendrick_Goltzius,93
1491,Hendrik Martenszoon Sorgh,Hendrik Martenszoon Sorgh (c. 1610 – buried 28 June 1670) was a Dutch Golden Age painter of genre works.,https://en.wikipedia.org/wiki/Hendrik_Martenszoon_Sorgh,19
1492,Hendrik van Steenwijk I,"Hendrik van Steenwijck I (also Steenwyck, Steenwijk) (c. 1550 – buried 1 September 1603) was a Dutch Golden Age painter, from early in the period, known mainly for his church interiors.

Van Steenwijck was born in Kampen, and was a student of the architectural painter Hans Vredeman de Vries, and the father of Hendrik van Steenwijk II He is known to have worked in Aachen (1573–76), Antwerp (1577–85) and Frankfurt (from 1586 on), where he died.
Van Steenwijck is the earliest-known painter of architectural interiors, a genre that was popular in Dutch Golden Age and Flemish Baroque painting. In addition to introducing the new genre, he also worked with more natural lighting and perspectival space than found in the works of his teacher Vredeman de Vries.",https://en.wikipedia.org/wiki/Hendrik_van_Steenwijk_I,126
1493,Hendrik van Steenwijk II,"Hendrik van Steenwijck II (also Steenwyck, Steinwick) (c.1580–1640) was a Baroque painter mostly of architectural interiors, but also of biblical scenes and still lifes.
Van Steenwijck was born in Antwerp.  His father, the Dutch painter Hendrik van Steenwijck I, one of the originators of the interiors genre, moved the family to Frankfurt am Main in 1585, where he trained his son. At his father's death in 1603, Van Steenwijck the Younger took over the studio in Frankfurt, but from 1604 until 1617 he was primarily active in Antwerp, where he collaborated with early Flemish Baroque painters such as Frans Francken I and Jan Brueghel the Elder. 
Van Steenwijck is best known for the numerous imaginary interiors that were based on the Cathedral of Our Lady, Antwerp. These had an immediate influence on paintings by Pieter Neeffs I. After settling in London by 1617, he painted backgrounds for Anthony van Dyck and Daniel Mytens the Elder. Van Steenwijck moved to The Hague around 1638, where he was a painter at the court. His wife, Susanna van Steenwijk was also an architectural painter. She moved to Leiden around 1642. Van Steenwijck died in Leiden or The Hague.",https://en.wikipedia.org/wiki/Hendrik_van_Steenwijk_II,195
1494,Hendrik Willem Mesdag,Hendrik Willem Mesdag (Dutch pronunciation: [ˈɦɛndrɪk ˈʋɪləm ˈmɛzdɑx]; 23 February 1831 – 10 July 1915) was a Dutch marine painter.,https://en.wikipedia.org/wiki/Hendrik_Willem_Mesdag,20
1495,Henning Jakob Henrik Lund,"Henning Jakob Henrik Lund or Intel'eraq (1875–1948) was a Greenlandic lyricist, painter, and pastor. He wrote the lyrics to ""Nunarput utoqqarsuanngoravit,""
in the indigenous Greenlandic language, an Eskimo–Aleut language. The song was adopted as the national anthem of Greenland.",https://en.wikipedia.org/wiki/Henning_Jakob_Henrik_Lund,39
1496,Henri Alphonse Barnoin,Henri Alphonse Barnoin (7 July 1882 – 17 March 1940) was a French painter born in Paris in 1882.,https://en.wikipedia.org/wiki/Henri_Alphonse_Barnoin,19
1497,Henri Bellechose,"Henri Bellechose (fl. 1415; died before 28 January 1445) was a painter from the South Netherlands. He was one of the most significant artists at the beginning of panel painting in Northern Europe, and among the earliest artists of Early Netherlandish painting.",https://en.wikipedia.org/wiki/Henri_Bellechose,42
1498,Henri Biva,"Henri Biva (23 January 1848 – 2 February 1929) was a French artist, known for his landscape paintings and still lifes. He focused primarily on the western suburbs of Paris, painting outdoors in the plein-air tradition; his style ranging between Post-Impressionism and Realism with a strong Naturalist component. Biva's pictures are characterized by intricate strokes and a pure palette bathed with warm natural light (Biva devoted great attention to light effects). The artist was a member of the Société des Artistes Français and a Knight of the Legion of Honour (Chevalier de la Légion d'Honneur).",https://en.wikipedia.org/wiki/Henri_Biva,95
1499,Henri de Toulouse-Lautrec,"Comte Henri Marie Raymond de Toulouse-Lautrec-Monfa (24 November 1864 – 9 September 1901), known as Toulouse-Lautrec (French: [tuluz lotʁɛk]), was a French painter, printmaker, draughtsman, caricaturist, and illustrator whose immersion in the colourful and theatrical life of Paris in the late 19th century allowed him to produce a collection of enticing, elegant, and provocative images of the sometimes decadent affairs of those times.
Born into the aristocracy, Toulouse-Lautrec broke both his legs around the time of his adolescence and, possibly due to the rare condition pycnodysostosis, was very short as an adult due to his undersized legs. In addition to alcoholism, he developed an affinity for brothels and prostitutes that directed the subject matter for many of his works, which record details of the late-19th-century bohemian lifestyle in Paris. He is among the painters described as being Post-Impressionists, with Paul Cézanne, Vincent van Gogh, Paul Gauguin, and Georges Seurat also commonly considered as belonging in this loose group.
In a 2005 auction at Christie's auction house, La Blanchisseuse, Toulouse-Lautrec's early painting of a young laundress, sold for US$22.4 million, setting a new record for the artist for a price at auction.",https://en.wikipedia.org/wiki/Henri_de_Toulouse-Lautrec,191
1500,Henri Fantin-Latour,Henri Fantin-Latour (French pronunciation: [ɑ̃ʁi fɑ̃tɛ̃ latuʁ]; 14 January 1836 – 25 August 1904) was a French painter and lithographer best known for his flower paintings and group portraits of Parisian artists and writers.,https://en.wikipedia.org/wiki/Henri_Fantin-Latour,34
1501,Henri Harpignies,"Henri-Joseph Harpignies (French pronunciation: [ɑ̃ʁi ʒɔzɛf aʁpiɲi]; June 28, 1819 – August 28, 1916) was a French landscape painter of the Barbizon school.",https://en.wikipedia.org/wiki/Henri_Harpignies,23
1502,Henri Le Sidaner,"Henri Eugène Augustin Le Sidaner (7 August 1862 – 14 July 1939) who was a contemporary of the Post-impressionists, was an intimist painter known for his paintings of domestic interiors and quiet street scenes. His style contained elements of impressionism with the influences of Édouard Manet, Monet and of the Pointillists discernible in his work. Le Sidaner favoured a subdued use of colour, preferring nuanced greys and opals applied with uneven, dappled brushstrokes to create atmosphere and mysticism. A skilled nocturne painter, he travelled widely throughout France and Europe before settling at Gerberoy in the Picardy countryside from where he painted for over thirty years.
Le Sidaner's paintings and pastels were widely collected throughout his career. His seductive views of the gardens he created in the ruins of the medieval fortress at Gerberoy, with their recently vacated tables dappled in sunlight and overhung by roses, have cemented his reputation as a unique artist who does not fit easily into an art movement .",https://en.wikipedia.org/wiki/Henri_Le_Sidaner,163
1503,Henri Matisse,"Henri Émile Benoît Matisse (French: [ɑ̃ʁi emil bənwa matis]; 31 December 1869 – 3 November 1954) was a French visual artist, known for both his use of colour and his fluid and original draughtsmanship. He was a draughtsman, printmaker, and sculptor, but is known primarily as a painter.
Matisse is commonly regarded, along with Pablo Picasso, as one of the artists who best helped to define the revolutionary developments in the visual arts throughout the opening decades of the twentieth century, responsible for significant developments in painting and sculpture.
The intense colourism of the works he painted between 1900 and 1905 brought him notoriety as one of the Fauves (French for ""wild beasts""). Many of his finest works were created in the decade or so after 1906, when he developed a rigorous style that emphasized flattened forms and decorative pattern. In 1917, he relocated to a suburb of Nice on the French Riviera, and the more relaxed style of his work during the 1920s gained him critical acclaim as an upholder of the classical tradition in French painting. After 1930, he adopted a bolder simplification of form. When ill health in his final years prevented him from painting, he created an important body of work in the medium of cut paper collage.
His mastery of the expressive language of colour and drawing, displayed in a body of work spanning over a half-century, won him recognition as a leading figure in modern art.",https://en.wikipedia.org/wiki/Henri_Matisse,242
1504,Henri Michaux,"Henri Michaux (French: [ɑ̃ʁi miʃo]; 24 May 1899, Namur – 19 October 1984, Paris) was a Belgian-born French poet, writer and painter. Michaux is renowned for his strange, highly original poetry and prose, and also for his art: the Paris Museum of Modern Art and the Guggenheim Museum in New York had major shows of his work in 1978 (see below, Visual Arts). His texts chronicling his psychedelic experiments with LSD and mescaline, which include Miserable Miracle and The Major Ordeals of the Mind and the Countless Minor Ones, are well known. So are his idiosyncratic travelogues and books of art criticism. Michaux is also known for his stories about Plume – ""a peaceful man"" – perhaps the most unenterprising hero in the history of literature, and his many misfortunes. His poetic works have often been republished in France, where they are studied along with the great poets of French literature. In 1955 he became a citizen of France, and he lived the rest of his life there. He became a friend of Romanian pessimist philosopher Emil Cioran around the same time, along with other literary luminaries in France.  In 1965 he won the grand prix national des Lettres, which he refused to accept, as he did every honor he was accorded in his life.
Japanese animator Ryo Orikasa adapted Michaux's poetry for the 2023 short film Miserable Miracle.",https://en.wikipedia.org/wiki/Henri_Michaux,229
1505,Henri Rousseau,"Henri Julien Félix Rousseau (French: [ɑ̃ʁi ʒyljɛ̃ feliks ʁuso]; 21 May 1844 – 2 September 1910) was a French post-impressionist painter in the Naïve or Primitive manner.  He was also known as Le Douanier (the customs officer), a humorous description of his occupation as a toll and tax collector. He started painting seriously in his early forties; by age 49, he retired from his job to work on his art full-time.
Ridiculed during his lifetime by critics, he came to be recognized as a self-taught genius whose works are of high artistic quality. Rousseau's work exerted an extensive influence on several generations of avant-garde artists.",https://en.wikipedia.org/wiki/Henri_Rousseau,105
1506,Henri-Edmond Cross,"Henri-Edmond Cross, born Henri-Edmond-Joseph Delacroix, (20 May 1856 – 16 May 1910) was a French painter and printmaker. He is most acclaimed as a master of Neo-Impressionism and he played an important role in shaping the second phase of that movement. He was a significant influence on Henri Matisse and many other artists. His work was instrumental in the development of Fauvism.",https://en.wikipedia.org/wiki/Henri-Edmond_Cross,62
1507,Henri-Julien Dumont,"Henri-Julien Dumont (1859—1921) was a French impressionist painter, born in Beauvais, Oise. His works were exhibited at the Salon and the Société des Artistes Indépendants. Henri-Julien Dumont's paintings were rewarded in 1900 with a bronze medal at the Universal exhibition.",https://en.wikipedia.org/wiki/Henri-Julien_Dumont,40
1508,Henric Trenk,"Henric Trenk (also known as Henri or Heinrich Trenk; 1818–5 July 1892) was a Swiss-born Romanian painter and graphic artist, best known for his Romantic landscapes and his association with writer and amateur archaeologist Alexandru Odobescu.",https://en.wikipedia.org/wiki/Henric_Trenk,36
1509,Henricus Hondius II,"Henricus Hondius II (1597 – 16 August 1651) was a Dutch engraver, cartographer, and publisher.",https://en.wikipedia.org/wiki/Henricus_Hondius_II,15
1510,Henriett Seth F.,"Henriett Seth F. (born Fajcsák Henrietta, 27 October 1980), also known by the Hungarian pseudonym Seth F. Henriett,  is a Hungarian autistic savant poet, writer, musician, and artist.",https://en.wikipedia.org/wiki/Henriett_Seth_F.,28
1511,Henriette Wyeth,"Henriette Wyeth Hurd (October 22, 1907 – April 3, 1997) was an American artist noted for her portraits and still life paintings. The eldest daughter of illustrator N.C. Wyeth, she studied painting with her father and brother Andrew Wyeth at their home and studio in Chadds Ford, Pennsylvania.
After she and artist Peter Hurd married, they moved to San Patricio, New Mexico, in the mid-1930s and raised their three children on a ranch there. They were both inspired by the landscape and eventually had a 2200-acre ranch. One of her well-known quotes is: ""I don't know what is important and what is unimportant, so I call it all immensely important.""",https://en.wikipedia.org/wiki/Henriette_Wyeth,110
1512,Henrik Weber,"Henrik Wéber known as Henrik Weber (24 May 1818, in Pest – 14 May 1866, in Pest) was a Hungarian portrait and history painter in the Realism movement.
He is considered as one of the most important Hungarian painters of the  Biedermeier period.
Henrik Weber was as an excellent portrait painter of his time and a significant figure in Hungarian history painting. Accordingly, he was one of the members of artists working on the creation of national art in the 1830s and 1840s. His most successful paintings are the death of John Hunyadi, the King Matthias and Ilonka Szép, and the King Solomon in prison. He had a great influence on his contemporaries, and his students included Károly Lotz. In the 1860s, he made lithographs presenting Hungarian historical events for the journal “Az Ország Tükre”.
The Hungarian National Gallery preserves several paintings and drawings of this master of the Biedermeier painting.",https://en.wikipedia.org/wiki/Henrik_Weber,151
1513,Henry B. Christian,"Henry B. Christian (1883–1953) was a painter who was born in Minneapolis, Minnesota.  He studied at the Minneapolis Institute of Arts, and first visited Hawaii in 1908.  He made frequent trips between Minnesota and Hawaii before settling in Honolulu.  Christian was art director of Paradise of the Pacific 1908–10, 1917–19, and 1922–38.  He died in Honolulu on December 23, 1953.",https://en.wikipedia.org/wiki/Henry_B._Christian,60
1514,Henry Bright (painter),"Henry Bright (5 June 1810 – 21 September 1873), was a distinguished English landscape painter associated with the Norwich School of painters.",https://en.wikipedia.org/wiki/Henry_Bright_(painter),22
1515,Henry Carr (artist),"Henry Marvell Carr, , (16 August 1894 – 16 March 1970) was a successful British landscape and portrait painter who served as a war artist during World War II.",https://en.wikipedia.org/wiki/Henry_Carr_(artist),29
1516,Henry Fuseli,"Henry Fuseli  ( FEW-zə-lee, few-ZEL-ee; German: Johann Heinrich Füssli [ˈjoːhan ˈhaɪ̯nʁɪç ˈfyːsli]; 7 February 1741 – 17 April 1825) was a Swiss painter, draughtsman, and writer on art who spent much of his life in Britain. Many of his works depict supernatural experiences, such as The Nightmare. He painted works for John Boydell's Shakespeare Gallery and created his own ""Milton Gallery"". He held the posts of Professor of Painting and Keeper at the Royal Academy.  His style had a considerable influence on many younger British artists, including William Blake.",https://en.wikipedia.org/wiki/Henry_Fuseli,89
1517,Henry Heerup,"Henry Heerup (4 November 1907 – 30 May 1993) was a Danish painter, graphic artist and sculptor. Heerup was an extremely versatile artist. His works of art included paintings, lithographs, stone sculptures, linoleum cuts and drawings as well as objects which he composed from scrap.",https://en.wikipedia.org/wiki/Henry_Heerup,45
1518,Henry Lamb,"Henry Taylor Lamb  (21 June 1883 – 8 October 1960) was an Australian-born British painter. A follower of Augustus John, Lamb was a founder member of the Camden Town Group in 1911 and of the London Group in 1913.",https://en.wikipedia.org/wiki/Henry_Lamb,39
1519,Henry Macbeth-Raeburn,Henry Macbeth-Raeburn  (born Henry Raeburn Macbeth; 24 September 1860 – 3 December 1947) was a Scottish painter and printmaker. His father was the portrait painter Norman Macbeth and his niece Ann Macbeth. His elder brothers James Macbeth (1847–1891) and Robert Walker Macbeth  (1848–1910) were also artists.,https://en.wikipedia.org/wiki/Henry_Macbeth-Raeburn,46
1520,Henry Ossawa Tanner,"Henry Ossawa Tanner (June 21, 1859 – May 25, 1937) was an American artist who spent much of his career in France. He became the first African-American painter to gain international acclaim. Tanner moved to Paris, France, in 1891 to study at the Académie Julian and gained acclaim in French artistic circles. His painting Daniel in the Lions' Den (1895, location unknown) was accepted into the 1896 Salon, the official art exhibition of the Académie des Beaux-Arts in Paris. Tanner's Resurrection of Lazarus (1896, Musée d'Orsay, Paris) was purchased by the French government after winning the third-place medal at the 1897 Salon. In 1923, the French government elected Tanner chevalier of the Legion of Honor.
After pursuing art on his own as a young man, Tanner enrolled at the Pennsylvania Academy of the Fine Arts in Philadelphia in 1879. The only black student, he became a favorite of the painter Thomas Eakins, who had recently started teaching there. Tanner made other connections among artists, including Robert Henri. In the late 1890s, art patron Rodman Wanamaker sponsored Tanner's trip to the Mutasarrifate of Jerusalem after seeing the artist's paintings of biblical themes.
Tanner married Jessie Macauley Olssen on December 14, 1899, in London. Their son, Jesse Ossawa Tanner, was born in New York City on September 25, 1903. The family made France their permanent home, dividing time between Paris and a farm in Normandy.",https://en.wikipedia.org/wiki/Henry_Ossawa_Tanner,233
1521,Henry Otto Wix,"Henry Otto Wix (1866–1922), also known as Otto Wix, was a German-born landscape and portrait painter who emigrated to the United States in the late 1890s.  He studied in New York, but visited Hawaii in 1907 and 1908–9.  About 1910, he moved to San Francisco, but visited Hawaii again in 1912.  He also made several sketching trips to Mexico.  Wix's marriage ended in divorce, resulting in depression and alcoholism. He died by his own hand in Santa Barbara, California on March 13, 1922.
Wix is best known for his landscapes in watercolor.  The Honolulu Museum of Art and the Smithsonian American Art Museum are among the public collections holding paintings by Henry Otto Wix.",https://en.wikipedia.org/wiki/Henry_Otto_Wix,114
1522,Henry Raeburn,Sir Henry Raeburn  (; 4 March 1756 – 8 July 1823) was a Scottish portrait painter. He served as Portrait Painter to King George IV in Scotland.,https://en.wikipedia.org/wiki/Henry_Raeburn,27
1523,Henry Scott Tuke,"Henry Scott Tuke  (12 June 1858 – 13 March 1929), was an English artist. His most notable work was in the Impressionist style and he is best known for his paintings of nude boys and young men.
Trained at the Slade School of Art under Alphonse Legros and Sir Edward Poynter, Tuke developed a close relationship with the Newlyn School of painters, his work being exhibited at the Royal Academy of Arts, of which he became a Full Member. In addition to his achievements as a figurative painter, he was an established maritime artist and produced many portraits of sailing ships. He was highly prolific, with over 1,300 works listed and more being discovered.",https://en.wikipedia.org/wiki/Henry_Scott_Tuke,114
1524,Henry Snell Gamley,Henry Snell Gamley (1865–1928) was a Scottish sculptor specialising in war memorials and sculpture on tombs. He was however also responsible for other figurative sculpture on prominent Edinburgh buildings such as  the Usher Hall and works at Holyrood Palace.,https://en.wikipedia.org/wiki/Henry_Snell_Gamley,39
1525,Henry Tonks,"Henry Tonks, FRCS (9 April 1862 – 8 January 1937) was a British surgeon and later draughtsman and painter of figure subjects, chiefly interiors, and a caricaturist. He became an influential art teacher.
He was one of the first British artists to be influenced by the French Impressionists; he exhibited with the New English Art Club, and was an associate of many of the more progressive artists of late Victorian Britain, including James McNeill Whistler, Walter Sickert, John Singer Sargent and George Clausen.",https://en.wikipedia.org/wiki/Henry_Tonks,83
1526,Henry van de Velde,"Henry Clemens van de Velde (Dutch: [ˌɑ̃ːˈri vɑn də ˈvɛldə]; 3 April 1863 – 15 October 1957) was a Belgian painter, architect, interior designer, and art theorist. Together with Victor Horta and Paul Hankar, he is considered one of the founders of Art Nouveau in Belgium. He worked in Paris with Siegfried Bing, the founder of the first gallery of Art Nouveau in Paris. Van de Velde spent the most important part of his career in Germany and became a major figure in the German Jugendstil. He had a decisive influence on German architecture and design at the beginning of the 20th century.",https://en.wikipedia.org/wiki/Henry_van_de_Velde,103
1527,Henry Wallis,"Henry Wallis  (21 February 1830 – 20 December 1916) was a British Pre-Raphaelite painter, writer and collector.
Wallis was born in London on 21 February 1830; his father's name and occupation are unknown. When in 1845 his mother, Mary Anne Thomas, married Andrew Wallis, a prosperous London architect, Henry took his stepfather's surname. His artistic training was thorough and influential. He was admitted as a probationer to the RA and enrolled in the Painting School in March 1848. He also studied in Paris at Charles Gleyre's atelier and at the Academie des Beaux Arts, sometime between 1849 and 1853.

Wallis is best remembered for his first great success, The Death of Chatterton, which he exhibited at the Royal Academy in 1856. The painting depicted the impoverished late 18th-century poet Thomas Chatterton, who poisoned himself in despair at the age of seventeen, and was considered a Romantic hero for many young and struggling artists in Wallis's day. His method and style in Monke Chatterton reveal the importance of his connection to the Pre-Raphaelite movement, seen in the vibrant colours and careful build-up of symbolic detail. He used a bold colour scheme with a contrasting palette and he exploited the fall of the natural light through the window of the garret to implement his much loved style at the time, chiaroscuro. The size of Chatterton's garret was only fractionally larger than the scope of the painting, with room for Wallis and his easel and little else during the preliminary sketches, which were done on-site. The painting is 25x37"" and is in the Tate Britain, with other versions in the Birmingham Museum and Art Gallery and the Yale Center for British Art.

There may have been more examples of Chatterton as it was popular and when Wallis had to pay the rent he would paint another version. He once said that dead poets are more saleable than dead labourers (referring to The Stonebreaker, his next major work). The Stonebreaker (1857, exhibited in 1858) consolidated his reputation as a true Pre-Raphaelite. In total, he showed 35 exhibits at the RA, but later in life developed a greater interest in watercolour painting. He was elected a full member of the RWS (Royal Watercolour Society) in 1878 and exhibited over 80 watercolours at the society.
The model for his acclaimed The Death of Chatterton was the young George Meredith, whose first wife Mary Ellen would later run off with Wallis.
Wallis's method of painting, especially in the early years of his career, and in particular on ""Death of Chatterton"", was to do the initial sketch, saturate it in water, use a grey tint to block in the shade, put on the colour and allow it to dry. When firm, he would use a hair pencil to add in the details, for which he is so renowned. For the light, he would touch the area in question with water and then rub it with a piece of bread. His studio during these years was in Chelsea, a very bohemian and out of the way part of London at the time.
He died, almost blind, at 1 Walpole Road, Croydon, on 20 December 1916.",https://en.wikipedia.org/wiki/Henry_Wallis,526
1528,Henry Woods (painter),"Henry Woods  (22 April 1846 – 27 October 1921) was a British painter and illustrator, and one of the leading Neo-Venetian school artists.",https://en.wikipedia.org/wiki/Henry_Woods_(painter),23
1529,Henryk Rodakowski,Henryk Hipolit Rodakowski (Polish: [ˈxɛnrɨk rɔdaˈkɔfski]; 1823–1894) was a Polish painter.,https://en.wikipedia.org/wiki/Henryk_Rodakowski,11
1530,Henryk Siemiradzki,"Henryk Hektor Siemiradzki (24 October 1843 – 23 August 1902) was a Polish painter. He spent most of his active creative life in Rome. Best remembered for his monumental academic art. He was particularly known for his depictions of scenes from the ancient Greek-Roman world and the New Testament, owned by many national galleries of Europe.
Many of his paintings depict scenes from antiquity, often the sunlit pastoral scenes or compositions presenting the lives of early Christians. He also painted biblical and historical scenes, landscapes, and portraits. His best-known works include monumental curtains for the Lviv (Lwów) Theatre of Opera and for the Juliusz Słowacki Theatre in Kraków.",https://en.wikipedia.org/wiki/Henryk_Siemiradzki,108
1531,Henryk Stażewski,"Henryk Stażewski (pronounced:  STa-zhef-skee; 9 January 1894 – 10 June 1988) was a Polish painter, visual artist and writer. Stażewski has been described as the ""father of the Polish avant-garde"" and is considered a pivotal figure in the history of constructivism and geometric abstraction in Central and Eastern Europe.: 297  His career spanned seven decades and he was one of the few prominent Polish artists of the interwar period who remained active and gained further international recognition in the second half of the 20th century.
Stażewski rose to prominence as a co-founder of Blok, Praesens, and a.r. group, three interwar artist collectives which spearheaded the development of Polish Constructivist art. During the 1920s and 1930s, he became acquainted with and influenced by prominent European avant-garde artists, including the Soviet Suprematist painters Kazimir Malevich and El Lissitzky, the Dutch de Stijl artists Theo van Doesburg and Piet Mondrian, as well as the French Cubist painter and later founder of the Abstraction-Création collective Albert Gleizes, among others. As a member of the a.r. group, Stażewski was also one of the key artists—alongside Władysław Strzemiński and Katarzyna Kobro—involved in the formation of Muzeum Sztuki in Łódź in 1931, the first museum in Europe dedicated to showcasing and collecting modern art. Stażewski's career was hindered by the outbreak of World War II and most of his work was destroyed during the Nazi occupation of Poland. After the end of the war in 1945, he returned to painting but faced the cultural constraints resulting from the imposition of Stalinism and Socialist Realism in Poland.
Following the cultural and political Thaw of 1956, Stażewski began working on abstract relief sculptures, a medium that preoccupied him in the following decades and became his most recognized body of work. First exhibited in 1959, Stażewski's reliefs deployed diverse media and embraced various non-figurative visual vocabularies inspired by his interwar investigations into geometric abstraction. During the 1960s, still working behind the Iron Curtain, Stażewski helped facilitate unofficial cultural exchanges with numerous Western artists. In 1966, he initiated a years-long collaboration with the non-commercial gallery space Galeria Foksal in Warsaw, which played a critical role in the development of the Polish post-war avant-garde. Working alongside Christian Boltanski, Tadeusz Kantor, Allan Kaprow, Edward Krasiński, Annette Messager and other contemporary artists who exhibited at Foksal throughout the 1980s, Stażewski continued to cultivate international artistic connections with the West during the late communist period in Poland.
Stażewski's works are included in permanent collections of museums in Europe and the United States. For his contributions to Central and Eastern European culture, the artist was awarded the 1972 Herder Prize.",https://en.wikipedia.org/wiki/Henryk_Sta%C5%BCewski,434
1532,Henryka Beyer,"Henryka Beyer (7 March 1782 – 24 October 1855) was a German painter active in Poland. She was the youngest sister of Wilhelm Henryk Minter, an architect.",https://en.wikipedia.org/wiki/Henryka_Beyer,27
1533,Herb Aach,"Herbert Aach (March 24, 1923 – October 13, 1985) was an American painter and writer. Aach's painting style is known for its intense and well placed pigmentation, which stemmed from his deep interest in color theory and color relationships. This interest in color theory and philosophy would lead him to write one of the most notable translations of Goethe's Color Theory.",https://en.wikipedia.org/wiki/Herb_Aach,61
1534,Herbert Abrams,"Herbert E. Abrams (March 20, 1921 – August 29, 2003) was an American artist.  He was one of the leading portrait artists of his era known for his style of traditional realism.  His works included the official White House portraits of former presidents Jimmy Carter and George H. W. Bush.  During his prolific career, he painted more than 400 portraits, including those of General William Westmoreland, playwright Arthur Miller and astronaut Edwin E. ""Buzz"" Aldrin Jr.
Other portraits by Abrams are displayed at the Capitol (former Sen. Howard H. Baker), the Treasury Department (former Treasury Secretary Donald T. Regan), the National Portrait Gallery (Miller) in Washington, D.C., and the U.S. Military Academy at West Point (Westmoreland and Aldrin).",https://en.wikipedia.org/wiki/Herbert_Abrams,118
1535,Herbert James Gunn,Sir Herbert James Gunn RA RP (30 June 1893– 30 December 1964) was a Scottish landscape and portrait painter.,https://en.wikipedia.org/wiki/Herbert_James_Gunn,19
1536,Herbert Kisza,"Herbert Kisza (born 16 June 1943 in Podobora, now part of Chotěbuz) is a Czech painter and sculptor.",https://en.wikipedia.org/wiki/Herbert_Kisza,18
